target,task,model,experiment,source_layout,battery_name,mae,mape,mse,rmse,max_ae,bias,r2,pearson_r,endpoint_ae,endpoint_ape
RUL,ZN-coin2024,LSTM,experiment1,flat,ZN-coin_450-1_20240116203402_01_2_Batch-3,163.77810474847365,0.5720721466736337,37662.89321897029,194.06930004245984,515.9427490234375,-37.166139520986256,0.2831065562520978,0.8964154353216017,32.1097412109375,
RUL,ZN-coin2024,LSTM,experiment1,flat,ZN-coin_443-2_20240104212500_09_5,68.90995297235752,0.5400612369660012,8655.67263730406,93.0358674775705,329.02142333984375,-24.52731675368089,0.6676008974936616,0.8624661858773222,49.06939697265625,
RUL,ZN-coin2024,MLP,experiment1,flat,ZN-coin_445-2_20240104212521_09_8,198.61950473377652,3.6233609637335658,52468.54915113398,229.06014308721188,408.9814758300781,178.10556588433417,-2.5523729967118505,0.1073271981816937,42.455963134765625,
RUL,ZN-coin2024,LSTM,experiment1,flat,ZN-coin_450-2_20240116203410_01_4_Batch-3,217.02636597679003,0.8292192207347578,61759.131509128434,248.51384570910415,499.8653564453125,-183.9085082431284,-0.1755527174465205,0.7651524833501263,60.1143798828125,
RUL,ZN-coin2024,LSTM,experiment1,flat,ZN-coin_434-3_20231227204618_03_1,71.85877053617227,0.4154370982482169,8900.188673122035,94.34081128081333,563.4599914550781,57.49138926496409,0.8910291062445728,0.968525855067894,64.29043579101562,
RUL,ZN-coin2024,LSTM,experiment1,flat,ZN-coin_410-2_20231209232626_09_2,10.98911213204074,0.5366518516143611,225.9413850541897,15.03134674785296,50.919525146484375,1.7023318161440018,0.9822651973897254,0.9920654136003384,50.919525146484375,
RUL,ZN-coin2024,LSTM,experiment1,flat,ZN-coin_439-1_20231227204804_04_6,697.0530987536813,2.8414340397043465,602931.0873935348,776.4863729606172,1032.3697509765625,693.9887293717993,-27.03646025728818,0.9382985563427384,26.078521728515625,
RUL,ZN-coin2024,LSTM,experiment1,flat,ZN-coin_445-3_20240104212530_07_1,165.72088795246376,3.752752023654502,30424.29343239277,174.42561002442494,329.6783447265625,165.72088795246376,-2.587770468001707,0.8191612228826427,85.15274047851562,
RUL,ZN-coin2024,LSTM,experiment1,flat,ZN-coin_433-1_20231227204534_01_4,103.76104984867138,0.6682074180022464,18180.284390440247,134.83428492204885,1401.531494140625,97.00287927173792,0.7873999067120503,0.952407867670134,1401.531494140625,
RUL,ZN-coin2024,LSTM,experiment1,flat,ZN-coin_417-3_20231209234058_10_8,16.002504821933442,0.4980746541319777,334.4073591808642,18.2868083377298,46.681365966796875,-2.9590734691571092,0.9737513846563638,0.9871834291711812,46.681365966796875,
RUL,ZN-coin2024,LSTM,experiment1,flat,ZN-coin_423-1_20231205230055_02_2,91.65605635777152,1.800190328586039,10290.167992687651,101.44046526257485,235.2674560546875,32.223633358850506,0.1922945053509714,0.5394841827762683,109.88650512695312,
RUL,ZN-coin2024,LSTM,experiment1,flat,ZN-coin_434-2_20231227204612_01_8,88.65772013581557,0.5520628732428924,14199.308172256397,119.16084999804424,386.7509765625,17.783789544665975,0.8418554875303648,0.9454352169108728,77.93600463867188,
RUL,ZN-coin2024,MLP,experiment1,flat,ZN-coin_430-2_20231212185305_02_7,98.6563963829099,4.402883046036236,30386.88577468419,174.3183460645614,464.10302734375,94.48144839547784,-1.3851558714032572,-0.0752928860653178,248.86962890625,
RUL,ZN-coin2024,LSTM,experiment1,flat,ZN-coin_411-1_20231209232756_09_4,32.796755544364906,0.5144965648771891,1424.5891763619404,37.743730292088784,83.36154174804688,-3.3242468090008592,0.888179813373043,0.950079762084897,27.665283203125,
RUL,ZN-coin42,Attention,experiment1,flat,ZN-coin_410-2_20231209232626_09_2,37.13228956451806,0.5937504120212648,1867.774124796987,43.217752426485426,105.48272705078124,19.303507070712115,0.8533929247775759,0.942204794552122,30.536224365234375,
RUL,ZN-coin2024,Attention,experiment1,flat,ZN-coin_411-1_20231209232756_09_4,36.7393669655256,0.5987623260335991,2270.932387856511,47.65430083273189,100.196044921875,30.961275339736353,0.8217478500883966,0.9633067812213254,17.372161865234375,
RUL,ZN-coin2024,Attention,experiment1,flat,ZN-coin_443-2_20240104212500_09_5,96.56239654595608,0.8027599216044393,14859.37394208774,121.89903175205184,386.0643310546875,-50.59819890604036,0.4293635204190856,0.8382395607320682,36.805938720703125,
