scope,n_battery_model_rows,target,metric,descriptor,spearman,model,task,abs_spearman
all,1540,RUL,mae,cycle_max,0.6564837129113992,,,0.6564837129113992
all,1540,RUL,mae,RUL_max,0.656469221761583,,,0.656469221761583
all,1540,RUL,mae,n_cycles,0.6563880453852557,,,0.6563880453852557
all,1540,RUL,mae,feature_rows,0.6563880453852557,,,0.6563880453852557
all,1540,RUL,mae,RUL_range,0.6563003836569917,,,0.6563003836569917
all,1540,RUL,mae,voltage_kurtosis__std,0.4211531903546466,,,0.4211531903546466
all,1540,RUL,mae,CV_Q__spearman_cycle,-0.409372463546155,,,0.409372463546155
all,1540,RUL,mae,CV_Q__spearman_RUL,0.409372463546155,,,0.409372463546155
all,1540,RUL,mae,voltage_std__std,0.40017629302109475,,,0.40017629302109475
all,1540,RUL,mae,CV_Q__spearman_SOH,0.3852669077775255,,,0.3852669077775255
all,1540,RUL,mae,voltage_entropy__std,0.3820880674390025,,,0.3820880674390025
all,1540,RUL,mae,voltage_skewness__spearman_SOH,-0.37992374970619425,,,0.37992374970619425
all,1540,RUL,mae,SOH_range,0.3630047096560451,,,0.3630047096560451
all,1540,RUL,mae,voltage_skewness__spearman_cycle,0.3622998486331199,,,0.3622998486331199
all,1540,RUL,mae,voltage_skewness__spearman_RUL,-0.3622998486331199,,,0.3622998486331199
all,1540,RUL,mae,current_entropy__std,0.35211430447430636,,,0.35211430447430636
all,1540,RUL,mae,current_skewness__std,0.3413211094493129,,,0.3413211094493129
all,1540,RUL,mae,current_kurtosis__std,0.33909019259631895,,,0.33909019259631895
all,1540,RUL,mae,CC_Q__mean,-0.3239551727899501,,,0.3239551727899501
all,1540,RUL,mae,voltage_slope__spearman_SOH,0.3206841922891806,,,0.3206841922891806
all,1540,RUL,mae,voltage_slope__spearman_cycle,-0.3171278490820315,,,0.3171278490820315
all,1540,RUL,mae,voltage_slope__spearman_RUL,0.3171278490820315,,,0.3171278490820315
all,1540,RUL,mae,voltage_std__mean,-0.3140625049711428,,,0.3140625049711428
all,1540,RUL,mae,voltage_mean__std,0.29906391043302727,,,0.29906391043302727
all,1540,RUL,mae,CV_charge_time__spearman_SOH,0.28580435478581073,,,0.28580435478581073
all,1540,RUL,mae,voltage_entropy__spearman_SOH,0.2796224962633921,,,0.2796224962633921
all,1540,RUL,mae,CV_charge_time__spearman_cycle,-0.2760525701447894,,,0.2760525701447894
all,1540,RUL,mae,CV_charge_time__spearman_RUL,0.2760525701447894,,,0.2760525701447894
all,1540,RUL,mae,voltage_entropy__spearman_cycle,-0.2708688247365351,,,0.2708688247365351
all,1540,RUL,mae,voltage_entropy__spearman_RUL,0.2708688247365351,,,0.2708688247365351
all,1540,RUL,mae,voltage_slope__std,0.2693577899253776,,,0.2693577899253776
all,1540,RUL,mae,SOH_max,0.2601153566510476,,,0.2601153566510476
all,1540,RUL,mae,SOH_min,-0.2528721957621264,,,0.2528721957621264
all,1540,RUL,mae,voltage_skewness__std,0.2395017528819532,,,0.2395017528819532
all,1540,RUL,mae,effective_feature_rank,0.2181474644290307,,,0.2181474644290307
all,1540,RUL,mae,CC_charge_time__std,0.21169127033257862,,,0.21169127033257862
all,1540,RUL,mae,CC_charge_time__mean,-0.20979869625397277,,,0.20979869625397277
all,1540,RUL,mae,voltage_mean__spearman_SOH,0.20227339248513881,,,0.20227339248513881
all,1540,RUL,mae,voltage_entropy__mean,-0.1958758438318031,,,0.1958758438318031
all,1540,RUL,mae,CV_charge_time__std,0.19412051049908643,,,0.19412051049908643
all,1540,RUL,mae,current_mean__spearman_cycle,-0.1899830151801515,,,0.1899830151801515
all,1540,RUL,mae,current_mean__spearman_RUL,0.1899830151801515,,,0.1899830151801515
all,1540,RUL,mae,current_entropy__spearman_cycle,-0.18813197954499758,,,0.18813197954499758
all,1540,RUL,mae,current_entropy__spearman_RUL,0.18813197954499758,,,0.18813197954499758
all,1540,RUL,mae,cycle_min,-0.183349863155983,,,0.183349863155983
all,1540,RUL,mae,current_entropy__spearman_SOH,0.17510157268310964,,,0.17510157268310964
all,1540,RUL,mae,voltage_mean__spearman_cycle,-0.1731222330704098,,,0.1731222330704098
all,1540,RUL,mae,voltage_mean__spearman_RUL,0.1731222330704098,,,0.1731222330704098
all,1540,RUL,mae,current_slope__spearman_SOH,0.17289142391750165,,,0.17289142391750165
all,1540,RUL,mae,current_mean__spearman_SOH,0.17249176106951347,,,0.17249176106951347
all,1540,RUL,mae,CC_Q__std,-0.16743184460818475,,,0.16743184460818475
all,1540,RUL,mae,current_skewness__spearman_cycle,0.15984679287325965,,,0.15984679287325965
all,1540,RUL,mae,current_skewness__spearman_RUL,-0.15984679287325965,,,0.15984679287325965
all,1540,RUL,mae,CC_charge_time__spearman_SOH,-0.15657673401879293,,,0.15657673401879293
all,1540,RUL,mae,current_slope__spearman_cycle,-0.15645192949889428,,,0.15645192949889428
all,1540,RUL,mae,current_slope__spearman_RUL,0.15645192949889428,,,0.15645192949889428
all,1540,RUL,mae,current_kurtosis__spearman_cycle,0.1520356164205717,,,0.1520356164205717
all,1540,RUL,mae,current_kurtosis__spearman_RUL,-0.1520356164205717,,,0.1520356164205717
all,1540,RUL,mae,current_skewness__spearman_SOH,-0.14774655328418188,,,0.14774655328418188
all,1540,RUL,mae,zero_cv_fraction,-0.14638032643556234,,,0.14638032643556234
all,1540,RUL,mae,RUL_min,0.13638551268305626,,,0.13638551268305626
all,1540,RUL,mae,CC_charge_time__spearman_cycle,0.13594717070206114,,,0.13594717070206114
all,1540,RUL,mae,CC_charge_time__spearman_RUL,-0.13594717070206114,,,0.13594717070206114
all,1540,RUL,mae,current_kurtosis__spearman_SOH,-0.135714198365651,,,0.135714198365651
all,1540,RUL,mae,current_mean__std,0.1258597616748162,,,0.1258597616748162
all,1540,RUL,mae,current_entropy__mean,0.12168004521107745,,,0.12168004521107745
all,1540,RUL,mae,current_kurtosis__mean,0.12083543208689168,,,0.12083543208689168
all,1540,RUL,mae,current_std__std,0.1181999258598086,,,0.1181999258598086
all,1540,RUL,mae,CC_Q__spearman_SOH,-0.1142197150173361,,,0.1142197150173361
all,1540,RUL,mae,CC_Q__spearman_cycle,0.10588477766654138,,,0.10588477766654138
all,1540,RUL,mae,CC_Q__spearman_RUL,-0.10588477766654138,,,0.10588477766654138
all,1540,RUL,mae,CV_charge_time__mean,0.10494023333479116,,,0.10494023333479116
all,1540,RUL,mae,current_std__mean,-0.09773849445745585,,,0.09773849445745585
all,1540,RUL,mae,voltage_std__spearman_SOH,0.09760233281396268,,,0.09760233281396268
all,1540,RUL,mae,voltage_slope__mean,-0.08826545710032224,,,0.08826545710032224
all,1540,RUL,mae,voltage_kurtosis__spearman_SOH,-0.08065135494813763,,,0.08065135494813763
all,1540,RUL,mae,voltage_std__spearman_cycle,-0.0759905283758744,,,0.0759905283758744
all,1540,RUL,mae,voltage_std__spearman_RUL,0.0759905283758744,,,0.0759905283758744
all,1540,RUL,mae,median_abs_feature_corr,-0.0730698460639022,,,0.0730698460639022
all,1540,RUL,mae,current_slope__mean,0.06870950284294153,,,0.06870950284294153
all,1540,RUL,mae,current_std__spearman_cycle,-0.06585868082808977,,,0.06585868082808977
all,1540,RUL,mae,current_std__spearman_RUL,0.06585868082808977,,,0.06585868082808977
all,1540,RUL,mae,current_skewness__mean,0.06092585368840367,,,0.06092585368840367
all,1540,RUL,mae,voltage_kurtosis__spearman_cycle,0.05624915489372884,,,0.05624915489372884
all,1540,RUL,mae,voltage_kurtosis__spearman_RUL,-0.05624915489372884,,,0.05624915489372884
all,1540,RUL,mae,CV_Q__mean,-0.056206773035850664,,,0.056206773035850664
all,1540,RUL,mae,current_std__spearman_SOH,0.05161709494476725,,,0.05161709494476725
all,1540,RUL,mae,current_mean__mean,-0.03871587657410632,,,0.03871587657410632
all,1540,RUL,mae,voltage_skewness__mean,-0.03789490570045918,,,0.03789490570045918
all,1540,RUL,mae,mean_abs_feature_corr,-0.03381316906276875,,,0.03381316906276875
all,1540,RUL,mae,voltage_mean__mean,-0.03225532178449271,,,0.03225532178449271
all,1540,RUL,mae,max_abs_feature_corr,-0.02266713857615513,,,0.02266713857615513
all,1540,RUL,mae,current_slope__std,0.01717357251763296,,,0.01717357251763296
all,1540,RUL,mae,CV_Q__std,0.016621317832687034,,,0.016621317832687034
all,1540,RUL,mae,voltage_kurtosis__mean,0.009494400425497129,,,0.009494400425497129
all,1540,RUL,mape,current_slope__std,-0.27723814806784447,,,0.27723814806784447
all,1540,RUL,mape,current_slope__mean,0.26448000098640734,,,0.26448000098640734
all,1540,RUL,mape,CC_Q__mean,-0.22766814604220034,,,0.22766814604220034
all,1540,RUL,mape,CV_Q__spearman_cycle,-0.22391015332758726,,,0.22391015332758726
all,1540,RUL,mape,CV_Q__spearman_RUL,0.22391015332758726,,,0.22391015332758726
all,1540,RUL,mape,current_entropy__mean,-0.21858877503812535,,,0.21858877503812535
all,1540,RUL,mape,voltage_skewness__mean,-0.2182606226229287,,,0.2182606226229287
all,1540,RUL,mape,SOH_max,0.21431616651426824,,,0.21431616651426824
all,1540,RUL,mape,CV_charge_time__spearman_SOH,0.21235399268619815,,,0.21235399268619815
all,1540,RUL,mape,CC_Q__std,-0.20848587720769277,,,0.20848587720769277
all,1540,RUL,mape,current_skewness__mean,-0.20779693777894137,,,0.20779693777894137
all,1540,RUL,mape,CV_Q__spearman_SOH,0.20676192810700622,,,0.20676192810700622
all,1540,RUL,mape,CC_charge_time__spearman_cycle,0.197866815268474,,,0.197866815268474
all,1540,RUL,mape,CC_charge_time__spearman_RUL,-0.197866815268474,,,0.197866815268474
all,1540,RUL,mape,current_std__mean,-0.19433663535555168,,,0.19433663535555168
all,1540,RUL,mape,CV_charge_time__spearman_cycle,-0.19185044510155103,,,0.19185044510155103
all,1540,RUL,mape,CV_charge_time__spearman_RUL,0.19185044510155103,,,0.19185044510155103
all,1540,RUL,mape,voltage_std__spearman_cycle,-0.18443764175247912,,,0.18443764175247912
all,1540,RUL,mape,voltage_std__spearman_RUL,0.18443764175247912,,,0.18443764175247912
all,1540,RUL,mape,voltage_std__spearman_SOH,0.17885174703049386,,,0.17885174703049386
all,1540,RUL,mape,voltage_skewness__spearman_SOH,-0.17580461135596467,,,0.17580461135596467
all,1540,RUL,mape,voltage_kurtosis__spearman_cycle,0.17208573818518735,,,0.17208573818518735
all,1540,RUL,mape,voltage_kurtosis__spearman_RUL,-0.17208573818518735,,,0.17208573818518735
all,1540,RUL,mape,voltage_kurtosis__spearman_SOH,-0.16262726749107703,,,0.16262726749107703
all,1540,RUL,mape,zero_cv_fraction,0.15911110037006534,,,0.15911110037006534
all,1540,RUL,mape,CV_charge_time__std,-0.13254288368723308,,,0.13254288368723308
all,1540,RUL,mape,current_mean__mean,-0.12683569724578428,,,0.12683569724578428
all,1540,RUL,mape,voltage_skewness__std,-0.12441368442926902,,,0.12441368442926902
all,1540,RUL,mape,current_slope__spearman_SOH,0.12357942749989367,,,0.12357942749989367
all,1540,RUL,mape,voltage_slope__mean,0.1182353341124772,,,0.1182353341124772
all,1540,RUL,mape,cycle_min,0.11735520992321151,,,0.11735520992321151
all,1540,RUL,mape,current_slope__spearman_cycle,-0.113552619055238,,,0.113552619055238
all,1540,RUL,mape,current_slope__spearman_RUL,0.113552619055238,,,0.113552619055238
all,1540,RUL,mape,voltage_entropy__spearman_SOH,0.11290678242429786,,,0.11290678242429786
all,1540,RUL,mape,voltage_entropy__spearman_cycle,-0.1113283882818387,,,0.1113283882818387
all,1540,RUL,mape,voltage_entropy__spearman_RUL,0.1113283882818387,,,0.1113283882818387
all,1540,RUL,mape,SOH_range,0.10523327458466754,,,0.10523327458466754
all,1540,RUL,mape,voltage_mean__spearman_SOH,0.10485843246984713,,,0.10485843246984713
all,1540,RUL,mape,CV_Q__std,-0.10379019741497776,,,0.10379019741497776
all,1540,RUL,mape,voltage_skewness__spearman_cycle,0.10191407175670512,,,0.10191407175670512
all,1540,RUL,mape,voltage_skewness__spearman_RUL,-0.10191407175670512,,,0.10191407175670512
all,1540,RUL,mape,voltage_slope__spearman_cycle,-0.10088176790298974,,,0.10088176790298974
all,1540,RUL,mape,voltage_slope__spearman_RUL,0.10088176790298974,,,0.10088176790298974
all,1540,RUL,mape,CV_charge_time__mean,-0.09933029272992691,,,0.09933029272992691
all,1540,RUL,mape,CC_Q__spearman_cycle,0.09263695625601104,,,0.09263695625601104
all,1540,RUL,mape,CC_Q__spearman_RUL,-0.09263695625601104,,,0.09263695625601104
all,1540,RUL,mape,voltage_mean__std,-0.09043567781887771,,,0.09043567781887771
all,1540,RUL,mape,CC_charge_time__std,-0.08916889910918295,,,0.08916889910918295
all,1540,RUL,mape,SOH_min,-0.0886357339405404,,,0.0886357339405404
all,1540,RUL,mape,n_cycles,-0.08584338036894582,,,0.08584338036894582
all,1540,RUL,mape,feature_rows,-0.08584338036894582,,,0.08584338036894582
all,1540,RUL,mape,RUL_max,-0.08581940465443993,,,0.08581940465443993
all,1540,RUL,mape,current_entropy__spearman_SOH,-0.08578425426338165,,,0.08578425426338165
all,1540,RUL,mape,RUL_range,-0.08552960991059624,,,0.08552960991059624
all,1540,RUL,mape,cycle_max,-0.08525404557780483,,,0.08525404557780483
all,1540,RUL,mape,CV_Q__mean,-0.08248898785937105,,,0.08248898785937105
all,1540,RUL,mape,voltage_kurtosis__mean,-0.07964245115947755,,,0.07964245115947755
all,1540,RUL,mape,current_entropy__spearman_cycle,0.07832086955910603,,,0.07832086955910603
all,1540,RUL,mape,current_entropy__spearman_RUL,-0.07832086955910603,,,0.07832086955910603
all,1540,RUL,mape,CC_charge_time__mean,-0.06496174440474277,,,0.06496174440474277
all,1540,RUL,mape,voltage_slope__std,0.06452734705238346,,,0.06452734705238346
all,1540,RUL,mape,voltage_entropy__mean,-0.0645148533232227,,,0.0645148533232227
all,1540,RUL,mape,voltage_std__std,-0.05903280046435376,,,0.05903280046435376
all,1540,RUL,mape,current_mean__spearman_cycle,-0.05679254318101247,,,0.05679254318101247
all,1540,RUL,mape,current_mean__spearman_RUL,0.05679254318101247,,,0.05679254318101247
all,1540,RUL,mape,max_abs_feature_corr,0.05370078465330142,,,0.05370078465330142
all,1540,RUL,mape,current_mean__spearman_SOH,0.04906908401735374,,,0.04906908401735374
all,1540,RUL,mape,current_skewness__std,-0.04843350582232057,,,0.04843350582232057
all,1540,RUL,mape,CC_Q__spearman_SOH,0.04231770633941024,,,0.04231770633941024
all,1540,RUL,mape,effective_feature_rank,0.03998325594002358,,,0.03998325594002358
all,1540,RUL,mape,current_skewness__spearman_cycle,0.036875062515120204,,,0.036875062515120204
all,1540,RUL,mape,current_skewness__spearman_RUL,-0.036875062515120204,,,0.036875062515120204
all,1540,RUL,mape,current_skewness__spearman_SOH,-0.03615926981907079,,,0.03615926981907079
all,1540,RUL,mape,mean_abs_feature_corr,0.035112065116985974,,,0.035112065116985974
all,1540,RUL,mape,RUL_min,-0.03381676466517356,,,0.03381676466517356
all,1540,RUL,mape,current_std__std,-0.03210642991498126,,,0.03210642991498126
all,1540,RUL,mape,voltage_slope__spearman_SOH,0.03153122263029975,,,0.03153122263029975
all,1540,RUL,mape,voltage_std__mean,-0.0313425402818412,,,0.0313425402818412
all,1540,RUL,mape,voltage_kurtosis__std,-0.030715816713459274,,,0.030715816713459274
all,1540,RUL,mape,current_kurtosis__std,-0.03050320653996577,,,0.03050320653996577
all,1540,RUL,mape,current_std__spearman_cycle,-0.029496991173177892,,,0.029496991173177892
all,1540,RUL,mape,current_std__spearman_RUL,0.029496991173177892,,,0.029496991173177892
all,1540,RUL,mape,current_kurtosis__mean,-0.02624788570199834,,,0.02624788570199834
all,1540,RUL,mape,current_mean__std,-0.02330537537886302,,,0.02330537537886302
all,1540,RUL,mape,CC_charge_time__spearman_SOH,-0.023295985116281236,,,0.023295985116281236
all,1540,RUL,mape,median_abs_feature_corr,0.022829390444741565,,,0.022829390444741565
all,1540,RUL,mape,current_std__spearman_SOH,0.01932382001341558,,,0.01932382001341558
all,1540,RUL,mape,current_kurtosis__spearman_cycle,0.009289339428997472,,,0.009289339428997472
all,1540,RUL,mape,current_kurtosis__spearman_RUL,-0.009289339428997472,,,0.009289339428997472
all,1540,RUL,mape,voltage_mean__spearman_cycle,-0.00925592708887934,,,0.00925592708887934
all,1540,RUL,mape,voltage_mean__spearman_RUL,0.00925592708887934,,,0.00925592708887934
all,1540,RUL,mape,voltage_entropy__std,-0.005803337195180582,,,0.005803337195180582
all,1540,RUL,mape,voltage_mean__mean,-0.005771195208194312,,,0.005771195208194312
all,1540,RUL,mape,current_kurtosis__spearman_SOH,-0.003303772366947283,,,0.003303772366947283
all,1540,RUL,mape,current_entropy__std,-0.0015754181526275084,,,0.0015754181526275084
all,1540,RUL,pearson_r,CV_charge_time__spearman_SOH,-0.4221646608724611,,,0.4221646608724611
all,1540,RUL,pearson_r,CV_charge_time__spearman_cycle,0.409202928853878,,,0.409202928853878
all,1540,RUL,pearson_r,CV_charge_time__spearman_RUL,-0.409202928853878,,,0.409202928853878
all,1540,RUL,pearson_r,current_slope__spearman_SOH,-0.3393478137215352,,,0.3393478137215352
all,1540,RUL,pearson_r,CV_Q__spearman_cycle,0.33780807199338475,,,0.33780807199338475
all,1540,RUL,pearson_r,CV_Q__spearman_RUL,-0.33780807199338475,,,0.33780807199338475
all,1540,RUL,pearson_r,CV_Q__spearman_SOH,-0.3333576297294665,,,0.3333576297294665
all,1540,RUL,pearson_r,current_slope__spearman_cycle,0.3302977771071121,,,0.3302977771071121
all,1540,RUL,pearson_r,current_slope__spearman_RUL,-0.3302977771071121,,,0.3302977771071121
all,1540,RUL,pearson_r,voltage_skewness__spearman_SOH,0.2841453099446831,,,0.2841453099446831
all,1540,RUL,pearson_r,current_entropy__std,-0.24754325202887514,,,0.24754325202887514
all,1540,RUL,pearson_r,voltage_std__mean,0.2290891752241769,,,0.2290891752241769
all,1540,RUL,pearson_r,voltage_slope__spearman_cycle,0.2266338656141389,,,0.2266338656141389
all,1540,RUL,pearson_r,voltage_slope__spearman_RUL,-0.2266338656141389,,,0.2266338656141389
all,1540,RUL,pearson_r,voltage_std__spearman_cycle,0.22333635647750866,,,0.22333635647750866
all,1540,RUL,pearson_r,voltage_std__spearman_RUL,-0.22333635647750866,,,0.22333635647750866
all,1540,RUL,pearson_r,voltage_skewness__spearman_cycle,-0.22120640986149323,,,0.22120640986149323
all,1540,RUL,pearson_r,voltage_skewness__spearman_RUL,0.22120640986149323,,,0.22120640986149323
all,1540,RUL,pearson_r,voltage_entropy__spearman_SOH,-0.22051558664030974,,,0.22051558664030974
all,1540,RUL,pearson_r,voltage_entropy__spearman_cycle,0.22039642965047757,,,0.22039642965047757
all,1540,RUL,pearson_r,voltage_entropy__spearman_RUL,-0.22039642965047757,,,0.22039642965047757
all,1540,RUL,pearson_r,voltage_std__spearman_SOH,-0.2171826872133928,,,0.2171826872133928
all,1540,RUL,pearson_r,current_kurtosis__std,-0.21466805582279028,,,0.21466805582279028
all,1540,RUL,pearson_r,SOH_max,-0.21354704670783708,,,0.21354704670783708
all,1540,RUL,pearson_r,voltage_slope__spearman_SOH,-0.21347533724825096,,,0.21347533724825096
all,1540,RUL,pearson_r,current_skewness__std,-0.2126032656098165,,,0.2126032656098165
all,1540,RUL,pearson_r,effective_feature_rank,-0.20754257477067553,,,0.20754257477067553
all,1540,RUL,pearson_r,current_mean__std,-0.20598113812061147,,,0.20598113812061147
all,1540,RUL,pearson_r,CC_charge_time__spearman_cycle,-0.19798551346473695,,,0.19798551346473695
all,1540,RUL,pearson_r,CC_charge_time__spearman_RUL,0.19798551346473695,,,0.19798551346473695
all,1540,RUL,pearson_r,current_std__std,-0.18821035564536104,,,0.18821035564536104
all,1540,RUL,pearson_r,voltage_entropy__mean,0.18376219843783045,,,0.18376219843783045
all,1540,RUL,pearson_r,voltage_entropy__std,-0.1789816903615573,,,0.1789816903615573
all,1540,RUL,pearson_r,CC_Q__spearman_cycle,-0.1764623476583676,,,0.1764623476583676
all,1540,RUL,pearson_r,CC_Q__spearman_RUL,0.1764623476583676,,,0.1764623476583676
all,1540,RUL,pearson_r,voltage_skewness__mean,0.17476647090232808,,,0.17476647090232808
all,1540,RUL,pearson_r,current_entropy__spearman_SOH,0.16612287714325755,,,0.16612287714325755
all,1540,RUL,pearson_r,voltage_slope__mean,0.16259994873410316,,,0.16259994873410316
all,1540,RUL,pearson_r,voltage_kurtosis__spearman_cycle,-0.16117020262101703,,,0.16117020262101703
all,1540,RUL,pearson_r,voltage_kurtosis__spearman_RUL,0.16117020262101703,,,0.16117020262101703
all,1540,RUL,pearson_r,voltage_kurtosis__spearman_SOH,0.1574323880711208,,,0.1574323880711208
all,1540,RUL,pearson_r,cycle_min,-0.1568957184450646,,,0.1568957184450646
all,1540,RUL,pearson_r,current_entropy__spearman_cycle,-0.15614035615430819,,,0.15614035615430819
all,1540,RUL,pearson_r,current_entropy__spearman_RUL,0.15614035615430819,,,0.15614035615430819
all,1540,RUL,pearson_r,median_abs_feature_corr,0.15126732487494385,,,0.15126732487494385
all,1540,RUL,pearson_r,current_std__spearman_SOH,0.14679212174525452,,,0.14679212174525452
all,1540,RUL,pearson_r,voltage_kurtosis__std,-0.14106343895540224,,,0.14106343895540224
all,1540,RUL,pearson_r,current_std__spearman_cycle,-0.13787294963963898,,,0.13787294963963898
all,1540,RUL,pearson_r,current_std__spearman_RUL,0.13787294963963898,,,0.13787294963963898
all,1540,RUL,pearson_r,CC_Q__mean,0.13503660531735048,,,0.13503660531735048
all,1540,RUL,pearson_r,CC_charge_time__spearman_SOH,0.13364890936190987,,,0.13364890936190987
all,1540,RUL,pearson_r,CC_Q__spearman_SOH,0.12779566583552515,,,0.12779566583552515
all,1540,RUL,pearson_r,mean_abs_feature_corr,0.12525672402776944,,,0.12525672402776944
all,1540,RUL,pearson_r,current_kurtosis__spearman_SOH,-0.11582997714232178,,,0.11582997714232178
all,1540,RUL,pearson_r,voltage_mean__spearman_SOH,-0.11457652543410149,,,0.11457652543410149
all,1540,RUL,pearson_r,max_abs_feature_corr,0.11028965228401,,,0.11028965228401
all,1540,RUL,pearson_r,current_kurtosis__spearman_cycle,0.10618743372717257,,,0.10618743372717257
all,1540,RUL,pearson_r,current_kurtosis__spearman_RUL,-0.10618743372717257,,,0.10618743372717257
all,1540,RUL,pearson_r,RUL_max,-0.10258332243404972,,,0.10258332243404972
all,1540,RUL,pearson_r,n_cycles,-0.10251869978106166,,,0.10251869978106166
all,1540,RUL,pearson_r,feature_rows,-0.10251869978106166,,,0.10251869978106166
all,1540,RUL,pearson_r,cycle_max,-0.10248988341189912,,,0.10248988341189912
all,1540,RUL,pearson_r,RUL_range,-0.10225013996760243,,,0.10225013996760243
all,1540,RUL,pearson_r,current_entropy__mean,0.10190180447964978,,,0.10190180447964978
all,1540,RUL,pearson_r,CC_charge_time__std,-0.09722784282173706,,,0.09722784282173706
all,1540,RUL,pearson_r,current_slope__mean,-0.09458357311776028,,,0.09458357311776028
all,1540,RUL,pearson_r,current_skewness__mean,0.09325062143120777,,,0.09325062143120777
all,1540,RUL,pearson_r,voltage_mean__std,-0.08987586294742085,,,0.08987586294742085
all,1540,RUL,pearson_r,current_slope__std,0.08778253051336321,,,0.08778253051336321
all,1540,RUL,pearson_r,voltage_std__std,-0.08645513509498366,,,0.08645513509498366
all,1540,RUL,pearson_r,zero_cv_fraction,0.08033473985312722,,,0.08033473985312722
all,1540,RUL,pearson_r,current_mean__mean,-0.06941269423764108,,,0.06941269423764108
all,1540,RUL,pearson_r,voltage_mean__spearman_cycle,0.06856828353576999,,,0.06856828353576999
all,1540,RUL,pearson_r,voltage_mean__spearman_RUL,-0.06856828353576999,,,0.06856828353576999
all,1540,RUL,pearson_r,CV_Q__std,-0.05722876763739923,,,0.05722876763739923
all,1540,RUL,pearson_r,current_mean__spearman_SOH,0.05671279693011005,,,0.05671279693011005
all,1540,RUL,pearson_r,current_mean__spearman_cycle,-0.055306526965761695,,,0.055306526965761695
all,1540,RUL,pearson_r,current_mean__spearman_RUL,0.055306526965761695,,,0.055306526965761695
all,1540,RUL,pearson_r,voltage_slope__std,-0.05387832568891397,,,0.05387832568891397
all,1540,RUL,pearson_r,CV_charge_time__std,-0.049288976092424094,,,0.049288976092424094
all,1540,RUL,pearson_r,CV_Q__mean,-0.048517668948755165,,,0.048517668948755165
all,1540,RUL,pearson_r,CV_charge_time__mean,-0.04841428323089933,,,0.04841428323089933
all,1540,RUL,pearson_r,current_skewness__spearman_cycle,0.046604542839357554,,,0.046604542839357554
all,1540,RUL,pearson_r,current_skewness__spearman_RUL,-0.046604542839357554,,,0.046604542839357554
all,1540,RUL,pearson_r,current_skewness__spearman_SOH,-0.043481513286801735,,,0.043481513286801735
all,1540,RUL,pearson_r,CC_Q__std,0.03826311184936149,,,0.03826311184936149
all,1540,RUL,pearson_r,voltage_kurtosis__mean,0.038202335162523186,,,0.038202335162523186
all,1540,RUL,pearson_r,CC_charge_time__mean,0.028708340574087294,,,0.028708340574087294
all,1540,RUL,pearson_r,SOH_min,-0.027398432519497782,,,0.027398432519497782
all,1540,RUL,pearson_r,SOH_range,-0.023017331642679877,,,0.023017331642679877
all,1540,RUL,pearson_r,current_kurtosis__mean,0.02059557350764123,,,0.02059557350764123
all,1540,RUL,pearson_r,voltage_mean__mean,-0.019107372473871218,,,0.019107372473871218
all,1540,RUL,pearson_r,current_std__mean,0.018146588130563395,,,0.018146588130563395
all,1540,RUL,pearson_r,RUL_min,-0.015334590497687208,,,0.015334590497687208
all,1540,RUL,pearson_r,voltage_skewness__std,0.0030957979459493392,,,0.0030957979459493392
all,1540,RUL,r2,CV_charge_time__spearman_SOH,-0.317279110893942,,,0.317279110893942
all,1540,RUL,r2,CV_charge_time__spearman_cycle,0.3055071639803191,,,0.3055071639803191
all,1540,RUL,r2,CV_charge_time__spearman_RUL,-0.3055071639803191,,,0.3055071639803191
all,1540,RUL,r2,voltage_std__spearman_cycle,0.3031441685228881,,,0.3031441685228881
all,1540,RUL,r2,voltage_std__spearman_RUL,-0.3031441685228881,,,0.3031441685228881
all,1540,RUL,r2,voltage_std__spearman_SOH,-0.30019342419674405,,,0.30019342419674405
all,1540,RUL,r2,current_slope__spearman_SOH,-0.2706901320069434,,,0.2706901320069434
all,1540,RUL,r2,current_slope__spearman_cycle,0.26310978739073176,,,0.26310978739073176
all,1540,RUL,r2,current_slope__spearman_RUL,-0.26310978739073176,,,0.26310978739073176
all,1540,RUL,r2,voltage_kurtosis__spearman_cycle,-0.24886610270459827,,,0.24886610270459827
all,1540,RUL,r2,voltage_kurtosis__spearman_RUL,0.24886610270459827,,,0.24886610270459827
all,1540,RUL,r2,voltage_kurtosis__spearman_SOH,0.23903543873272526,,,0.23903543873272526
all,1540,RUL,r2,voltage_skewness__mean,0.2330847567312968,,,0.2330847567312968
all,1540,RUL,r2,CV_Q__spearman_cycle,0.22554634982445815,,,0.22554634982445815
all,1540,RUL,r2,CV_Q__spearman_RUL,-0.22554634982445815,,,0.22554634982445815
all,1540,RUL,r2,CV_Q__spearman_SOH,-0.2239050991716622,,,0.2239050991716622
all,1540,RUL,r2,effective_feature_rank,-0.21765206876454257,,,0.21765206876454257
all,1540,RUL,r2,voltage_entropy__spearman_SOH,-0.20351210423209773,,,0.20351210423209773
all,1540,RUL,r2,voltage_entropy__spearman_cycle,0.20300868712835257,,,0.20300868712835257
all,1540,RUL,r2,voltage_entropy__spearman_RUL,-0.20300868712835257,,,0.20300868712835257
all,1540,RUL,r2,current_entropy__spearman_SOH,0.19378173253358771,,,0.19378173253358771
all,1540,RUL,r2,current_entropy__spearman_cycle,-0.18562785940954568,,,0.18562785940954568
