target,model,task,dataset,mean_mae,mean_mape,mean_rmse,mean_r2,mean_pearson_r,n_batteries,n_metric_rows,performance_score,mean_abs_corr,median_abs_corr,max_abs_corr,top3_abs_corr,strong_feature_fraction,n_features,feature_quality_score,performance_rank
RUL,LSTM,CALB,CALB,25.233605538108133,2.4544859280122764,29.35029583913761,-0.046435215875236004,,5,5,0.5694444444444445,0.13460890401848252,0.14021436597529705,0.334454832836895,0.2533293979792701,0.0,16,0.2407977116115492,12
RUL,LSTM,ZN-coin42,ZN-coin,103.52223655278146,0.7802102929396366,122.25332024499014,-0.9204068750286793,0.9448537000667381,20,20,0.5138888888888888,0.4110900299803121,0.4764250502388606,0.6363956764754415,0.567860588081082,0.0,16,0.5384487648456119,13
RUL,LSTM,HUST,HUST,158.97057283931608,1.0990384788449574,201.5405597197752,0.8206792357426731,0.9406725427126861,15,15,0.5,0.4656472153338205,0.4499080204037939,0.8060191761837487,0.8036060288406301,0.1875,16,0.6917574734527331,14
RUL,LSTM,NAion,NA-ion,53.84860760062825,2.4199533749033524,62.862450385879036,-0.08141001562455345,,5,5,0.5,0.24959343080433505,0.15653504912823335,0.6849663604743345,0.5077693966433549,0.0,16,0.4807763959740081,15
RUL,LSTM,NAion42,NA-ion,50.2318740382182,3.0802027437951107,59.7167375074337,-0.7438103828647181,,5,5,0.4166666666666667,0.24959343080433505,0.15653504912823335,0.6849663604743345,0.5077693966433549,0.0,16,0.4807763959740081,16
RUL,LSTM,ZN-coin2024,ZN-coin,148.62919848982935,1.23413664643567,171.10092901269633,-1.4738351435147288,0.8782026991416467,20,20,0.3194444444444444,0.4110900299803121,0.4764250502388606,0.6363956764754415,0.567860588081082,0.0,16,0.5384487648456119,17
RUL,LSTM,SNL,SNL,300.6685529099212,1.9527430442848488,369.9183538368854,-0.25166007700618503,0.6407306771854753,10,10,0.30208333333333337,0.3593712087732947,0.4127143623937205,0.5879159688138286,0.5807825348318784,0.0,16,0.5093565708063338,18
RUL,LSTM,CALCE,CALCE,391.46393578990245,2.193989704640978,419.104692405565,-0.6606853596045029,0.898379105731094,2,2,0.2916666666666667,0.3094574615243322,0.25471645886777317,0.759975479463217,0.6787922361404579,0.0625,16,0.5827417257093357,19
RUL,LSTM,Tongji,Tongji,83.64157439881376,2.802975763264784,100.3604806262944,-1.610696992390193,0.5291918429861129,21,21,0.2638888888888889,0.1619690330978379,0.15857728576703564,0.3236319891778558,0.2773052554032158,0.0,16,0.2543020925596365,20
RUL,LSTM,UL_PUR,UL_PUR,127.44154693099641,3.608736424865395,137.9879116291394,-3.0179287497421394,0.6970260036975756,2,2,0.2326388888888889,0.5721833711038543,0.5919703343342806,0.7397530472332431,0.7222421031555267,0.125,16,0.678059507164208,21
RUL,LSTM,MICH_EXP,MICH_EXP,122.09779725370838,3.828370310058613,138.44661777741723,-2.3352051106095453,,3,3,0.22222222222222224,0.12628086351906,0.13282489004930959,0.2381660167277987,0.23669971593553998,0.0,16,0.20038219872746624,22
RUL,LSTM,ZN-coin,ZN-coin,126.92617929243659,6517.2313682722015,143.08496613276625,-6.304687087107249,0.9305648075922935,20,20,0.21180555555555555,0.4110900299803121,0.4764250502388606,0.6363956764754415,0.567860588081082,0.0,16,0.5384487648456119,23
RUL,LSTM,ISU_ILCC,ISU_ILCC,1264.6005268674035,3.8988598480514516,1592.5533257292307,-7.542471057480577,0.5441863722448663,48,48,0.06944444444444442,0.10621189738340767,0.09542576146725401,0.2243400565409862,0.2015850390214956,0.0,16,0.17737899764862983,24
RUL,MLP,XJTU,XJTU,13.694187495963869,0.18917392590561047,16.16714498617325,0.9427240626230976,0.9950537938722215,4,4,0.9776785714285714,0.584860791737689,0.6809069998503198,0.9658673099702948,0.8942055812063175,0.375,16,0.8149778943047671,1
RUL,MLP,HNEI,HNEI,22.53819660730458,0.40004921865567616,34.24982323989549,0.9878911240572209,0.9948112868582848,2,2,0.9032738095238094,0.8957209685412194,0.9573972453661839,0.9801418602551693,0.978718710390693,0.875,16,0.9515271797290272,2
RUL,MLP,NAion,NA-ion,17.00231613555858,0.5269285484502745,18.49412826902065,0.8278809230292922,0.9964127668775353,5,5,0.8749999999999999,0.24959343080433505,0.15653504912823335,0.6849663604743345,0.5077693966433549,0.0,16,0.4807763959740081,3
RUL,MLP,MICH,MICH,35.72392664299909,0.4499832497438735,42.075794523145234,0.9074597593030108,0.9904408650491385,8,8,0.7946428571428571,0.5064231312771605,0.42206116633886814,0.9294795566397764,0.8850568449298256,0.375,16,0.7736531776155875,4
RUL,MLP,NAion42,NA-ion,18.886483992646742,0.7147891294420597,20.621652672022122,0.7034738653372304,0.9923195069915727,5,5,0.7544642857142856,0.24959343080433505,0.15653504912823335,0.6849663604743345,0.5077693966433549,0.0,16,0.4807763959740081,5
RUL,MLP,Stanford,Stanford,75.90784505424237,0.5264501234973843,87.48017757537298,0.8936280804176349,0.9829917962509012,8,8,0.730654761904762,0.5858744512784766,0.7091253500485417,0.9158149683641564,0.8601016936787613,0.5,16,0.7872637044404648,6
RUL,MLP,NAion2024,NA-ion,18.436342871846783,0.6681645839296845,28.013356162369895,0.6767261968298725,0.9489927200987456,5,5,0.6607142857142858,0.24959343080433505,0.15653504912823335,0.6849663604743345,0.5077693966433549,0.0,16,0.4807763959740081,7
RUL,MLP,SDU,SDU,45.62679716274207,0.4317060220088686,61.6826754455327,0.7663485550513045,0.9476661748050286,17,17,0.6592261904761904,0.5412679884064729,0.7124474336053608,0.8780163231613252,0.8536691388160751,0.5,16,0.7576511501279578,8
RUL,MLP,RWTH,RWTH,141.42579182319608,0.8967753620398311,159.99478180776757,0.9219837947025107,0.9924971056789865,9,9,0.6413690476190477,0.7746738914812756,0.9225857205724362,0.960118702705342,0.9575677775661608,0.75,16,0.8974534572509262,9
