target,task,dataset,model,mae,mape,rmse,r2,pearson_r,n_batteries,mean_feature_truth_corr,max_feature_truth_corr,top3_feature_truth_corr,n_valid_feature_corr
SOH,CALB42,CALB,Attention,0.013756111391867021,0.015221982317810278,0.01476029902240352,-149.7506481712128,0.4221721739270041,5,0.7056551938510651,0.8857564621083487,0.8757700117639272,16
SOH,CALB42,CALB,CNN,0.04383649568726314,0.04519616724222168,0.04433654395516022,-11184.480131057551,0.48820192040818783,5,0.7056551938510651,0.8857564621083487,0.8757700117639272,16
SOH,CALB42,CALB,GRU,0.0068013822309898,0.007819088936468141,0.008243624713686958,-3.007803899633342,0.4284845075629959,5,0.7056551938510651,0.8857564621083487,0.8757700117639272,16
SOH,CALB42,CALB,LSTM,0.00624011447092494,0.00708077020871626,0.00805197393401212,-3.6725769676504867,0.4371837050882311,5,0.7056551938510651,0.8857564621083487,0.8757700117639272,16
SOH,CALB42,CALB,MLP,0.00720166797348942,0.008137137017231521,0.00843445454397282,-10.860848491434236,0.4049589969345805,5,0.7056551938510651,0.8857564621083487,0.8757700117639272,16
SOH,CALCE,CALCE,Attention,0.0205840958665144,0.041488112143459904,0.0396375724858187,0.9002665808576442,0.9740262047723627,2,0.45294725418032955,0.8975896637625764,0.7769406976219049,16
SOH,CALCE,CALCE,CNN,0.018319772883515252,0.02863962983895355,0.02997372898385585,0.9045013301201403,0.9743671692366613,2,0.45294725418032955,0.8975896637625764,0.7769406976219049,16
SOH,CALCE,CALCE,GRU,0.016280672136836,0.03436214414048905,0.03499588610794055,0.9248677145543679,0.9682471031816609,2,0.45294725418032955,0.8975896637625764,0.7769406976219049,16
SOH,CALCE,CALCE,LSTM,0.024599959098452348,0.05268869138499255,0.0495098180700516,0.849882592296972,0.9373693289742375,2,0.45294725418032955,0.8975896637625764,0.7769406976219049,16
SOH,CALCE,CALCE,MLP,0.01793285106539905,0.0359303542948259,0.03289866768943395,0.935877808713522,0.979880434708426,2,0.45294725418032955,0.8975896637625764,0.7769406976219049,16
SOH,HNEI,HNEI,Attention,0.14931427495098437,0.26267150449441357,0.17281266318048785,-0.01176903868462905,,2,0.9035176803708533,0.9878710721606272,0.9877982187973391,16
SOH,HNEI,HNEI,CNN,0.0067576132184746,0.01029744853773715,0.013945652507048299,0.9929556863740954,0.996743920263218,2,0.9035176803708533,0.9878710721606272,0.9877982187973391,16
SOH,HNEI,HNEI,GRU,0.007799827975211501,0.01282447462668215,0.01322408057953015,0.9940665442497127,0.997609877810271,2,0.9035176803708533,0.9878710721606272,0.9877982187973391,16
SOH,HNEI,HNEI,LSTM,0.00594654874292255,0.009233162507444,0.01319264531679165,0.9937362297804169,0.9971098482391278,2,0.9035176803708533,0.9878710721606272,0.9877982187973391,16
SOH,HNEI,HNEI,MLP,0.008540180969512149,0.015208975917243949,0.01456638054182475,0.9926082256778388,0.9964261492803824,2,0.9035176803708533,0.9878710721606272,0.9877982187973391,16
SOH,HUST,HUST,Attention,0.01753781006508802,0.01890480397951956,0.027169909251327267,0.8440392472982697,0.9660583584110253,15,0.5108921631861496,0.8506072358471848,0.8433387693773559,16
SOH,HUST,HUST,CNN,0.018539154943187218,0.019797378861632273,0.02875973769364413,0.8296844182829056,0.9478981609288308,15,0.5108921631861496,0.8506072358471848,0.8433387693773559,16
