target,task,dataset,model,feature,mean_abs_error_sensitivity,mean_signed_error_sensitivity,mean_abs_rel_error_sensitivity,mean_abs_pred_link,n_batteries,mean_rows,feature_truth_spearman,feature_truth_abs_spearman
RUL,CALB,CALB,GRU,current_mean,0.3931630387528548,0.0729180673169357,0.23630885756364392,0.23616098752732412,5,99.4,-0.0005133826340508,0.0005133826340508
RUL,CALB,CALB,GRU,current_skewness,0.40224552251143475,-0.093765254076428,0.2531928160205037,0.2336276566432153,5,99.4,0.2003852166069226,0.2003852166069226
RUL,CALB,CALB,GRU,current_slope,0.46218889644066435,0.46218889644066435,0.5063092783505152,0.49258477684503144,5,99.4,0.1121033661408022,0.1121033661408022
RUL,CALB,CALB,GRU,current_std,0.4091660023145171,0.05077695524654506,0.38863462310884983,0.2643614810460638,5,99.4,0.0624465929776886,0.0624465929776886
RUL,CALB,CALB,GRU,voltage_entropy,0.280724966404906,-0.10100641374659265,0.3007987103308589,0.20920797466982338,5,99.4,0.1701593599612685,0.1701593599612685
RUL,CALB,CALB,GRU,voltage_kurtosis,0.39942791013795254,0.22901885290569873,0.6439847751659238,0.5830829123728698,5,99.4,-0.1925427373724663,0.1925427373724663
RUL,CALB,CALB,GRU,voltage_mean,0.33676741027431717,-0.06320785970680047,0.4274331088191311,0.5290509695502053,5,99.4,-0.1107876475134164,0.1107876475134164
RUL,CALB,CALB,GRU,voltage_skewness,0.40783675918612267,-0.20807918342854692,0.6303859125655885,0.5219261436347715,5,99.4,0.334454832836895,0.334454832836895
RUL,CALB,CALB,GRU,voltage_slope,0.4859136525897488,-0.4185869199164814,0.7689722726953949,0.6308771040369342,5,99.4,0.1683253658097919,0.1683253658097919
RUL,CALB,CALB,GRU,voltage_std,0.30759374712981497,-0.1252839569671253,0.5354035537363961,0.5274467201822224,5,99.4,0.2251481444939928,0.2251481444939928
RUL,CALB,CALB,LSTM,CC_Q,0.6107628397118122,0.5000881800840448,0.7504340069825902,,5,99.4,0.0725036631945506,0.0725036631945506
RUL,CALB,CALB,LSTM,CC_charge_time,0.43226497328273056,0.32356901408295025,0.6838981102378063,,5,99.4,-0.1725495634468677,0.1725495634468677
RUL,CALB,CALB,LSTM,CV_Q,0.3506907042430651,0.2899560103655141,0.3292982679854967,,5,99.4,0.030383868366408,0.030383868366408
RUL,CALB,CALB,LSTM,CV_charge_time,0.33349259013409516,0.31658538058910235,0.3424574841925295,,5,99.4,0.0800986253438593,0.0800986253438593
RUL,CALB,CALB,LSTM,current_entropy,0.3258767883713838,0.08455049087070009,0.37612394636127716,,5,99.4,0.0309761214034229,0.0309761214034229
RUL,CALB,CALB,LSTM,current_kurtosis,0.4398539037577226,-0.3399157466767085,0.40715982888000557,,5,99.4,0.1903639761933168,0.1903639761933168
RUL,CALB,CALB,LSTM,current_mean,0.4277681319152323,0.3245696161452879,0.40045842816976834,,5,99.4,-0.0005133826340508,0.0005133826340508
RUL,CALB,CALB,LSTM,current_skewness,0.43403302779257513,-0.34771515518898827,0.3942452932438204,,5,99.4,0.2003852166069226,0.2003852166069226
RUL,CALB,CALB,LSTM,current_slope,0.3384273529393755,0.33842735293937554,0.3026891086331439,,5,99.4,0.1121033661408022,0.1121033661408022
